Company_Name,Brand_Name,PO Number,Date,Complete Date by Sales,Complete Date by Production,Trade_Type,Rate Last Sales Order,Total,Available Down Payment Last Sales Order,Down Payment Used/Returned Last Sales Order,Total Item Based on PO,Sales Origin,Cfm by WA,Customer_Category
Anaamaya Resort Seminyak,Alila Seminyak,,14/03/2024,,,,,232545000,,,0,,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,,22/04/2024,,,,1,4773000,0,2386500,0,,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,,05/09/2024,,,,1,2197800,0,1098900,0,,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,PO00118150,13/02/2025,31/05/2025,15/05/2025,Local,1,5550000,0,2775000,50,,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,101113,13/03/2024,30/06/2024,,Local,1,158286000,0,79143000,800,Bali,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,PO00116619,10/02/2025,30/04/2025,29/04/2025,Local,1,3063600,0,1531800,12,Bali,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,PO00116753,13/02/2025,30/04/2025,16/05/2025,Local,1,59801250,0,29900625,400,,,Hotel
Anaamaya Resort Seminyak,Alila Seminyak,PO00101112,07/03/2024,24/01/2025,23/01/2025,Local,1,244477500,0,122238750,1250,Bali,,Hotel
Amarterra Villa Nusa Dua,Amarterra Villa,POR-202408664,01/11/2024,30/01/2025,29/01/2025,Local,1,33892740,0,33892740,150,Bali,,Hotel
Amanda Arumdhani,Four Season Sayan,,26/01/2024,,,,1,293345250,0,146672625,0,,,Hotel
Amanda Arumdhani,Four Season Sayan,,26/03/2024,,,,1,27350400,0,13675200,0,,,Hotel
Amanda Arumdhani,Four Season Sayan,,16/05/2024,,,,1,204251100,0,102125550,0,,,Hotel
Amanda Arumdhani,Four Season Sayan,UBU0148191,27/12/2024,15/03/2025,11/04/2025,Local,1,27472500,0,13736250,150,Bali,,Hotel
Amanda Arumdhani,Four Season Sayan,UBU0156278,26/02/2025,30/04/2025,08/05/2025,Local,1,59429400,0,29714700,314,,,Hotel
Amanda Arumdhani,Four Season Sayan,UBU0141115,27/09/2024,23/01/2025,22/01/2025,Local,1,43556400,0,21778200,144,Bali,,Hotel
Amanda Arumdhani,Four Season Sayan,UBU0146630,27/09/2024,13/01/2025,10/01/2025,Local,1,51026700,0,25513350,334,Bali,,Hotel
ALT 74,ALT 74,-,17/02/2025,31/01/2025,14/01/2025,Local,1,24975000,0,0,100,,,Hotel
Ali Bey Malidives Pvt. Ltd. (Joali Muravandhoo),Joali Muravandhoo,,12/06/2024,,,,16115,7686,0,3843,0,,,Hotel
Ali Bey Maldives Private Limited (Joali Being),Joali Being,,17/11/2023,,,,,600,,,0,,,Hotel
AL GHALIA W.L.L,Jihad,-,14/01/2025,15/02/2025,15/02/2025,Export,16220,28044.36,0,14022.21,1761,Bahrain,,Agent
Abirupa Nusa Cipta,Tejaprana Bisma,,18/12/2023,,,,,16927500,,,0,,,Hotel
Abirupa Nusa Cipta,Tejaprana Bisma,,18/01/2024,,,,,6660000,,,0,,,Hotel
Abirupa Nusa Cipta,Tejaprana Bisma,,19/12/2023,,,,1,43401000,0,0,0,,,Hotel
Abirupa Nusa Cipta,Tejaprana Bisma,,19/12/2023,,,,1,16983000,0,0,0,,,Hotel
Abirupa Nusa Cipta,Tejaprana Bisma,,19/12/2023,,,,1,27916500,0,0,0,,,Hotel
Abirupa Nusa Cipta,Tejaprana Bisma,P241226002,03/01/2025,31/03/2025,21/04/2025,Local,1,44666400,0,22333200,356,Bali,,Hotel
32Do Bali Restaurant,32Do Bali Restaurant,,13/01/2025,,,,1,7770000,0,0,0,,,Restaurant
