invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Full_Address,Country,Total_Invoice_USD
INV-2008/KEVALA/OUT/IX/2024,2024-09-18,bokashi berawa,Bokashi Berawa,3163500.0,Restaurant,Local,30.0,"
Indonesia",Indonesia,195.1537226521067
INV-2009/KEVALA/OUT/IX/2024,2024-09-18,the royal purnama,The Royal Purnama,23842800.0,Hotel,Local,96.0,,Indonesia,1470.8427938832463
INV-2010/KEVALA/OUT/IX/2024,2024-09-18,anaamaya resort seminyak,Alila Seminyak,24647550.0,Hotel,Local,101.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,1520.487161926326
INV-2011/KEVALA/OUT/IX/2024,2024-09-18,anaamaya resort seminyak,Alila Seminyak,3163500.0,Hotel,Local,38.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,195.1537226521067
INV-2012/KEVALA/OUT/IX/2024,2024-09-18,anaamaya resort seminyak,Alila Seminyak,1820400.0,Hotel,Local,6.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,112.29898426296666
INV-2013/KEVALA/OUT/IX/2024,2024-09-18,hotel indonesia sanur international,Meru,20460000.0,Hotel,Local,60.0,,Indonesia,1262.1606339377597
INV-2014/KEVALA/OUT/IX/2024,2024-09-19,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,6293700.0,Restaurant,Local,60.0,,Indonesia,388.25319559208594
INV-2015/KEVALA/OUT/IX/2024,2024-09-20,graha agung indah sentosa,Indigo Bintan,694566000.0,Hotel,Local,5211.0,"Jl. Indera Segara Site A12, Sebong Lagoi, Telok Sebong Kab. Bintan Kepulauan Riau",Indonesia,42847.20737397918
INV-2016/KEVALA/OUT/IX/2024,2024-09-20,graha agung indah sentosa,Indigo Bintan,58468500.0,Hotel,Local,714.0,"Jl. Indera Segara Site A12, Sebong Lagoi, Telok Sebong Kab. Bintan Kepulauan Riau",Indonesia,3606.8738526583534
INV-2017/KEVALA/OUT/IX/2024,2024-09-20,mitra mulia boga nusantara,Waterbom,23443200.0,Restaurant,Local,240.0,,Indonesia,1446.191797337717
INV-2018/KEVALA/OUT/IX/2024,2024-09-20,greenland rajawali utama,Four Seasons Hotel Jakarta,82486266.0,Hotel,Local,307.0,"Capital Place Jakarta. Jl. Gatot Subroto Kav.18, Jakarta, NO_STATE, 12920, ID",Indonesia,5088.510155704726
INV-2019/KEVALA/OUT/IX/2024,2024-09-27,amanda arumdhani,Four Season Sayan,21017850.0,Hotel,Local,131.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1296.5739433044353
INV-2021/KEVALA/OUT/IX/2024,2024-09-27,indonesia adventure sport,Nihi Sumba,24109200.0,Hotel,Local,48.0,"Jl. Setia Budi Kuta, Pertokoan Kuta Poleng Blok C2 Kuta Badung Bali 80361",Indonesia,1487.2767915802658
INV-2022/KEVALA/OUT/IX/2024,2024-09-27,bidadari dunia - la plancha,La Plancha Bali Sejahtera,38295000.0,Restaurant,Local,200.0,,Indonesia,2362.3871689465545
INV-2023/KEVALA/OUT/IX/2024,2024-09-28,pablo long time asian restaurant,Pablo Long Time,2797200.0,Restaurant,Local,30.0,,Indonesia,172.55697581870487
INV-2024/KEVALA/OUT/IX/2024,2024-09-28,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,20535000.0,Restaurant,Local,100.0,,Indonesia,1266.7873224785874
INV-2025/KEVALA/OUT/IX/2024,2024-09-30,hotel pandan arum,Maya Ubud,28207875.0,Hotel,Local,260.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,1740.1206936479514
INV-2026/KEVALA/OUT/IX/2024,2024-09-30,amanda arumdhani,Four Season Sayan,36663300.0,Hotel,Local,163.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,2261.7289330523104
INV-2027/KEVALA/OUT/IX/2024,2024-09-30,yawara boga indonesia,Yawara,301464900.0,Restaurant,Local,1688.0,,Indonesia,18597.122643889703
INV-2028/KEVALA/OUT/IX/2024,2024-09-30,bali droom villas,Joyce and Ralph Van Rooten,142948020.0,Hotel,Local,616.0,,Indonesia,8818.346214239862
INV-2029/KEVALA/OUT/X/2024,2024-10-01,anaamaya resort seminyak,Alila Seminyak,18847800.0,Hotel,Local,68.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,1162.7053370641304
INV-2030/KEVALA/OUT/X/2024,2024-10-01,anaamaya resort seminyak,Alila Seminyak,1864800.0,Hotel,Local,3.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,115.03798387913658
INV-2031/KEVALA/OUT/IX/2024,2024-09-30,boa development,Nihi Rote,150249600.0,Hotel,Local,765.0,"C/O Kantor taman A9 Unit B Lt.4
Jl.Dr Ide Anak Agung Gde Agung Kawasan Mega Kuningan
Jakarta 12950
Jakarta DKI Jakarta
Indonesia",Indonesia,9268.774701119004
INV-2032/KEVALA/OUT/IX/2024,2024-09-30,prima fenomena jaya,Prima Fenomena Jaya,30521082.0,Restaurant,Local,128.0,,Indonesia,1882.8205379074461
INV-2033/KEVALA/OUT/IX/2024,2024-09-30,wynncor bali,Andaz Bali,19258500.0,Hotel,Local,160.0,"Jalan Danau Tamblingan 89A, Sanur, Bali, 80228, Indonesia.",Indonesia,1188.0410835137022
INV-2034/KEVALA/OUT/X/2024,2024-10-03,drifter,Drifter,130078680.0,Restaurant,Local,896.0,"Jl. Kayu Aya Lingkungan Basangkasa, 50, Seminyak, Kuta, Kab. Badung, Bali
Badung Bali 80361
Indonesia",Indonesia,8024.44717549301
INV-2036/KEVALA/OUT/X/2024,2024-10-08,amanda arumdhani,Four Season Sayan,11804850.0,Hotel,Local,35.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,728.2315229491771
INV-2037/KEVALA/OUT/X/2024,2024-10-10,maya resort,Maya Sanur,4745250.0,Hotel,Local,50.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,292.73058397816004
INV-2038/KEVALA/OUT/X/2024,2024-10-11,the damai hotel,Normann Indonesia,58885500.0,Hotel,Local,411.0,,Indonesia,3632.5982409453545
INV-2039/KEVALA/OUT/X/2024,2024-10-17,ginger moon,Ginger Moon,37462500.0,Restaurant,Local,150.0,"Jl. Kayu Aya, Seminyak 
Kuta-Bali",Indonesia,2311.0309261433686
INV-2040/KEVALA/OUT/X/2024,2024-10-18,duta jaya perkasa,Jumeirah Bali,7659000.0,Hotel,Local,20.0,Pecatu Graha Indah Resort,Indonesia,472.47743378931096
INV-2041/KEVALA/OUT/X/2024,2024-10-21,bukit uluwatu villa,Alila Uluwatu,52039575.0,Hotel,Local,355.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,3210.2787376271554
INV-2042/KEVALA/OUT/X/2024,2024-10-22,tanadewa resort & spa ubud,Tanadewa Resort & Spa Ubud,42757200.0,Hotel,Local,168.0,,Indonesia,2637.6566303716318
INV-2043/KEVALA/OUT/X/2024,2024-10-22,anaamaya resort seminyak,Alila Seminyak,871350.0,Hotel,Local,2.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,53.75286746733465
INV-2044/KEVALA/OUT/X/2024,2024-10-23,samanvaya,Zen Happy,4262400.0,Hotel,Local,32.0,"Banjar Dinas Tebola, Telaga Tawang, Kec. Sidemen, Karangasem, Bali.",Indonesia,262.94396315231216
INV-2045/KEVALA/OUT/X/2024,2024-10-22,graha agung indah sentosa,Indigo Bintan,105772500.0,Hotel,Local,949.0,"Jl. Indera Segara Site A12, Sebong Lagoi, Telok Sebong Kab. Bintan Kepulauan Riau",Indonesia,6525.018849129115
INV-2046/KEVALA/OUT/X/2024,2024-10-24,bukit uluwatu villa,Alila Uluwatu,63248910.0,Hotel,Local,411.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,3901.7734282244533
INV-2047/KEVALA/OUT/X/2024,2024-10-24,amanda arumdhani,Four Season Sayan,47863200.0,Hotel,Local,142.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,2952.6415862311724
INV-2048/KEVALA/OUT/X/2024,2024-10-25,amanda arumdhani,Four Season Sayan,34515450.0,Hotel,Local,179.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,2129.2298266200905
INV-2049/KEVALA/OUT/X/2024,2024-10-29,bukit uluwatu villa,Alila Uluwatu,29815987.0,Hotel,Local,120.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,1839.3238051515154
INV-2050/KEVALA/OUT/X/2024,2024-10-30,mnc land tbk,Park Hyatt Jakarta,715280.0,Hotel,Local,2.0,"
Indonesia",Indonesia,44.12503705977521
INV-2051/KEVALA/OUT/X/2024,2024-10-30,bali radiance,Bali Radiance,3108000.0,Hotel,Local,100.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,191.7299731318943
INV-2052/KEVALA/OUT/X/2024,2024-10-30,monokuro,Monokuro,5661000.0,Restaurant,Local,60.0,,Indonesia,349.22245106166463
INV-2053/KEVALA/OUT/X/2024,2024-10-31,prima ismaya sejahtera,Ismaya,19846800.0,Restaurant,Local,72.0,"SKYE Grand Indonesia 
Menara BCA
BCA Tower Lt. 56, Jl. M.H. Thamrin No.1 Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Indonesia,1224.3328284279535
INV-2054/KEVALA/OUT/X/2024,2024-10-30,amanda arumdhani,Four Season Sayan,29304000.0,Hotel,Local,75.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1807.7397466721463
INV-2056/KEVALA/OUT/X/2024,2024-10-31,the sanubari hotel,MDA ABS Kuningan,31302000.0,Hotel,Local,110.0,"Pantai Dasang, Harona Kala, Laboya Barat, West Sumba Regency, East Nusa Tenggara",Indonesia,1930.9947293997925
INV-2057/KEVALA/OUT/X/2024,2024-10-31,bali bounty,Kudeta,16872000.0,Restaurant,Local,104.0,,Indonesia,1040.819854144569
INV-2058/KEVALA/OUT/X/2024,2024-10-29,mnc land tbk,Park Hyatt Jakarta,21445200.0,Hotel,Local,168.0,"
Indonesia",Indonesia,1322.9368146100705
INV-2059/KEVALA/OUT/X/2024,2024-11-01,arya sumba resort,Arya Sumba Resort,42890400.0,Hotel,Local,240.0,"NAKULA KOMPLEK NAKULA PLAZA, B8, SEMINYAK,
 KUTA, KAB. BADUNG, BALI, 80361",Indonesia,2645.873629220141
INV-2060/KEVALA/OUT/XI/2024,2024-11-01,bali giri kencana,Four Season Resort Jimbaran Bay,33716250.0,Hotel,Local,115.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,2079.927833529032
INV-2061/KEVALA/OUT/XI/2024,2024-11-01,jimbaran villas,Bvlgari,13798132.0,Hotel,Local,67.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,851.1954561230151
INV-2062/KEVALA/OUT/XI/2024,2024-11-04,bukit uluwatu villa,Alila Uluwatu,26873932.0,Hotel,Local,125.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,1657.8308430850561
INV-2063/KEVALA/OUT/X/2024,2024-11-07,usaha pogu boga,Soichiro,16516800.0,Restaurant,Local,192.0,,Indonesia,1018.9078572152097
INV-2063/KEVALA/OUT/XI/2024,2024-11-05,pribadi boga utama,Buzo Restaurant/Salazon,4795200.0,Restaurant,Local,24.0,"JALAN KAYU AYA NO.105 LINGK. BASANGKASA SEMINYAK KUTA
BADUNG BALI
Indonesia",Indonesia,295.8119585463512
INV-2064/KEVALA/OUT/X/2024,2024-10-31,french kiss,French Kiss,34032600.0,Restaurant,Local,120.0,,Indonesia,2099.4432057942427
INV-2064/KEVALA/OUT/XI/2024,2024-11-05,"bandung pakar, pt",Indigo Bandung,413735850.0,Hotel,Local,2150.0,"Jl. Dago Pakar Permai I No. 9 Kav. 96, Bandung 40191, Indonesia
Bandung Jawa Barat
Indonesia",Indonesia,25523.025548327365
INV-2065/KEVALA/OUT/XI/2024,2024-10-28,tejaprana spa & resort,Taman Ayung,12626250.0,Hotel,Local,107.0,,Indonesia,778.9030158483206
INV-2066/KEVALA/OUT/XI/2024,2024-10-28,tejaprana spa & resort,Taman Ayung,64835100.0,Hotel,Local,386.0,,Indonesia,3999.6241895121234
INV-2067/KEVALA/OUT/XI/2024,2024-11-07,amanda arumdhani,Four Season Sayan,15268050.0,Hotel,Local,73.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,941.8734930104307
INV-2068/KEVALA/OUT/XI/2024,2024-11-07,tejaprana spa & resort,Taman Ayung,5538900.0,Hotel,Local,34.0,,Indonesia,341.6902021171973
INV-2069/KEVALA/OUT/XI/2024,2024-11-07,tejaprana spa & resort,Taman Ayung,7853250.0,Hotel,Local,63.0,,Indonesia,484.46055711005437
INV-2070/KEVALA/OUT/XI/2024,2024-11-11,dapur asian lokal,Hujan Lokal,12554100.0,Restaurant,Local,90.0,,Indonesia,774.4521414720444
INV-2071/KEVALA/OUT/XI/2024,2024-11-11,kala hospitality group,Kala Uluwatu,21090000.0,Restaurant,Local,100.0,"Jl. Labuansait, Pecatu, Kec. Kuta Selatan, Kab. Badung, Bali.",Indonesia,1301.0248176807113
INV-2072/KEVALA/OUT/XI/2024,2024-11-11,brett hospitality group,Mason Uluwatu,8880000.0,Restaurant,Local,4.0,,Indonesia,547.7999232339837
INV-2073/KEVALA/OUT/XI/2024,2024-11-11,bali radiance,Bali Radiance,19980000.0,Hotel,Local,100.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,1232.5498272764632
INV-2074/KEVALA/OUT/XI/2024,2024-11-12,badan canggu international,Regent Canggu,210164625.0,Hotel,Local,1155.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,12964.883495664299
INV-2075/KEVALA/OUT/XI/2024,2024-11-12,badan canggu international,Regent Canggu,532181175.0,Hotel,Local,580.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,32829.82058688865
INV-2076/KEVALA/OUT/XI/2024,2024-11-14,groupx kolektif indonesia,Marea,10789200.0,Restaurant,Local,24.0,,Indonesia,665.5769067292902
INV-2077/KEVALA/OUT/XI/2024,2024-11-15,greenland rajawali utama,Four Seasons Hotel Jakarta,14496600.0,Hotel,Local,52.0,"Capital Place Jakarta. Jl. Gatot Subroto Kav.18, Jakarta, NO_STATE, 12920, ID",Indonesia,894.2833746794784
INV-2078/KEVALA/OUT/XI/2024,2024-11-19,rayjin ubud,Rayjin Ubud,20823600.0,Restaurant,Local,140.0,"Jl Petitenget, 98X, Kerobokan Kelod, Kuta Utara, Kab. Badung, Bali, 80365",Indonesia,1284.5908199836917
INV-2079/KEVALA/OUT/XI/2024,2024-11-20,jimbaran villas,Bvlgari,12659272.0,Hotel,Local,66.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,780.9401159682567
INV-2080/KEVALA/OUT/XI/2024,2024-11-20,bukit uluwatu villa,Alila Uluwatu,17805232.0,Hotel,Local,82.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,1098.3901714823503
INV-2081/KEVALA/OUT/XI/2024,2024-11-22,simon & son's,Simon & Son's,189238350.0,Restaurant,Local,881.0,,Indonesia,11673.958739068214
INV-2082/KEVALA/OUT/XI/2024,2024-11-21,bali selaras indah sejati,The Edge,16872000.0,Restaurant,Local,160.0,,Indonesia,1040.819854144569
INV-2083/KEVALA/OUT/XI/2024,2024-11-21,nusadua graha international,The Westin Resort Nusa Dua,25308000.0,Hotel,Local,24.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,1561.2297812168536
INV-2085/KEVALA/OUT/XI/2024,2024-11-25,bali giri kencana,Four Season Resort Jimbaran Bay,22483050.0,Hotel,Local,95.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,1386.9609306380426
INV-2086/KEVALA/OUT/XI/2024,2024-11-25,bali giri kencana,Four Season Resort Jimbaran Bay,7215000.0,Hotel,Local,100.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,445.08743762761173
INV-2087/KEVALA/OUT/XI/2024,2024-11-29,brett hospitality group,Mason Uluwatu,2497500.0,Restaurant,Local,10.0,,Indonesia,154.0687284095579
INV-2088/KEVALA/OUT/XI/2024,2024-11-30,bali giri kencana,Four Season Resort Jimbaran Bay,20257500.0,Hotel,Local,225.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,1249.6685748775253
INV-2089/KEVALA/OUT/XI/2024,2024-11-30,sejahtera indoco,Nusa Dua Beach,48118500.0,Hotel,Local,196.0,"Kawasan BTDC Blok N.4 Nusa Dua, Kel. Benoa, Kec. Kuta Selatan, Kab. Badung, Prop. Bali
ID - 80363 Bali",Indonesia,2968.390834024149
INV-2090/KEVALA/OUT/XI/2024,2024-11-30,pt mda abs tamora,Age Butcher Bali,153080100.0,Restaurant,Local,786.0,"JALAN PANTAI BERAWA NOMOR 99 NO. 99 RT. 000 R
TIBUBENENG, KUTA UTARA
KAB. BADUNG BALI",Indonesia,9443.385926649837
INV-2091/KEVALA/OUT/XI/2024,2024-11-30,jimbaran villas,Bvlgari,16265662.0,Hotel,Local,62.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,1003.4153597916584
INV-2092/KEVALA/OUT/XI/2024,2024-11-30,expat roasters indonesia,Expat Roasters,286990500.0,Restaurant,Local,2700.0,JALAN PETITENGET LINGKUNGAN UMA SARI - KAB. BADUN,Indonesia,17704.20876901831
INV-2093/KEVALA/OUT/XI/2024,2024-11-30,sutera bali,Mamasan,18315000.0,Restaurant,Local,120.0,JALAN PETITENGET - KAB. BADUNG,Indonesia,1129.8373416700913
INV-2094/KEVALA/OUT/XI/2024,2024-11-30,sardine,Kclub Sardine Bali,17615700.0,Restaurant,Local,108.0,"Jl. Petitenget No. 21 Kerobokan Kelod, Kuta Utara, Kab. Badung Bali",Indonesia,1086.698097715415
INV-2095/KEVALA/OUT/XI/2024,2024-11-30,badan canggu international,Regent Canggu,177197625.0,Hotel,Local,1155.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,10931.176280658134
INV-2096/KEVALA/OUT/XI/2024,2024-11-30,tejaprana spa & resort,Taman Ayung,16983000.0,Hotel,Local,150.0,,Indonesia,1047.6673531849938
INV-2097/KEVALA/OUT/XI/2024,2024-11-30,da maria,Da Maria,271894500.0,Restaurant,Local,1050.0,,Indonesia,16772.94889952054
INV-2098/KEVALA/OUT/XII/2024,2024-12-05,bukit uluwatu villa,Alila Uluwatu,46951612.0,Hotel,Local,229.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,2896.4064695170932
INV-2099/KEVALA/OUT/XII/2024,2024-12-05,bukit uluwatu villa,Alila Uluwatu,289987.0,Hotel,Local,2.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,17.889060398519508
INV-2100/KEVALA/OUT/XII/2024,2024-12-06,pt autogrill services indonesia,Wolf Gang Puck,13444875.0,Restaurant,Local,50.0,"Ngurah Rai Airport, Jl. Baypass Ngurah Rai Denpasar 80361",Indonesia,829.4033212714535
INV-2101/KEVALA/OUT/XII/2024,2024-12-11,shelter indonesia group,Shelter Pererenan,17582400.0,Restaurant,Local,96.0,,Indonesia,1084.6438480032878
INV-2102/KEVALA/OUT/XII/2024,2024-12-16,bali giri kencana,Four Season Resort Jimbaran Bay,12010200.0,Hotel,Local,84.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,740.8993961739629
INV-2103/KEVALA/OUT/XII/2024,2024-12-17,bali perkasa sukses,Indigo Bali,36297000.0,Hotel,Local,187.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,2239.1321862189084
INV-2104/KEVALA/OUT/XII/2024,2024-12-18,heritage resorts and spas,Buahan a Banyan Tree Escape,60359580.0,Hotel,Local,288.0,"Jl, Buahan Kaja, Kec. Payangan, Kabupaten Gianyar, Bali 80572",Indonesia,3723.533028202196
INV-2105/KEVALA/OUT/XII/2024,2024-12-18,bali bounty,Kudeta,2830500.0,Restaurant,Local,30.0,,Indonesia,174.61122553083231
INV-2106/KEVALA/OUT/XII/2024,2024-12-18,"eden restaurant events, pt",Luna Beach Club,17482500.0,Restaurant,Local,90.0,"Jalan Galiran, Desa Beraban, Pantai Tantangan, Tabanan BA 82121",Indonesia,1078.4810988669053
INV-2108/KEVALA/OUT/XII/2024,2024-12-18,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,1864800.0,Restaurant,Local,24.0,,Indonesia,115.03798387913658
INV-2109/KEVALA/OUT/XII/2024,2024-12-18,dapur asian lokal,Honey and Smoke Restaurant,11821500.0,Restaurant,Local,50.0,WILL MEYRICK,Indonesia,729.2586478052408
INV-2110/KEVALA/OUT/XII/2024,2024-12-18,dapur asian lokal,Hujan Lokal,2863800.0,Restaurant,Local,12.0,,Indonesia,176.66547524295976
INV-2111/KEVALA/OUT/XII/2024,2024-12-20,the damai hotel,Normann Indonesia,39538200.0,Hotel,Local,262.0,,Indonesia,2439.0791581993126
INV-2112/KEVALA/OUT/XII/2024,2024-12-21,paul mcallister,Paul McAllister,205.2,Personal,Export,12.0,,Australia,205.2
INV-2113/KEVALA/OUT/XII/2024,2024-12-23,margaret bistro canggu,Margaret Bistro Canggu,123459750.0,Restaurant,Local,570.0,,Indonesia,7616.1308077124795
INV-2114/KEVALA/OUT/XII/2024,2024-12-23,bali giri kencana,Four Season Resort Jimbaran Bay,19980000.0,Hotel,Local,60.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,1232.5498272764632
INV-2115/KEVALA/OUT/XII/2024,2024-12-23,bukit uluwatu villa,Alila Uluwatu,11388600.0,Hotel,Local,40.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,702.5534015475841
INV-2116/KEVALA/OUT/XII/2024,2024-12-23,usaha liburan uluwatu,Mana Uluwatu Restaurant,58524750.0,Restaurant,Local,290.0,,Indonesia,3610.3438690639737
INV-2117/KEVALA/OUT/XII/2024,2024-12-24,sejahtera indoco,Nusa Dua Beach,17982000.0,Hotel,Local,120.0,"Kawasan BTDC Blok N.4 Nusa Dua, Kel. Benoa, Kec. Kuta Selatan, Kab. Badung, Prop. Bali
ID - 80363 Bali",Indonesia,1109.294844548817
INV-2118/KEVALA/OUT/XII/2024,2024-12-24,shelter indonesia group,Shelter Pererenan,8325000.0,Restaurant,Local,50.0,,Indonesia,513.5624280318598
INV-2119/KEVALA/OUT/XII/2024,2024-12-24,bali bounty,Kudeta,27417000.0,Restaurant,Local,85.0,,Indonesia,1691.3322629849247
INV-2120/KEVALA/OUT/XII/2024,2024-12-24,nativa graha saji,Billy Ho,17288250.0,Restaurant,Local,115.0,,Indonesia,1066.497975546162
INV-2121/KEVALA/OUT/XII/2024,2024-12-24,bali giri kencana,Four Season Resort Jimbaran Bay,7770000.0,Hotel,Local,50.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,479.32493282973576
INV-2122/KEVALA/OUT/XII/2024,2024-12-26,prapat agung permai,Menjangan Dynasty Resort,96736500.0,Hotel,Local,436.0,"Desa Pejarakan, Gerokgak, Buleleng, Bali",Indonesia,5967.59541373021
INV-2123/KEVALA/OUT/XII/2024,2024-12-26,bali giri kencana,Four Season Resort Jimbaran Bay,13320000.0,Hotel,Local,40.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,821.6998848509755
INV-2124/KEVALA/OUT/XII/2024,2024-12-26,bali giri kencana,Four Season Resort Jimbaran Bay,8480400.0,Hotel,Local,47.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,523.1489266884545
INV-2125/KEVALA/OUT/XII/2024,2024-12-26,hotel pandan arum,Maya Ubud,9768000.0,Hotel,Local,32.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,602.579915557382
INV-2126/KEVALA/OUT/XII/2024,2024-12-26,amanda arumdhani,Four Season Sayan,20973450.0,Hotel,Local,68.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1293.8349436882652
INV-2127/KEVALA/OUT/XII/2024,2024-12-26,amanda arumdhani,Four Season Sayan,23465400.0,Hotel,Local,149.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1447.561297145802
INV-2128/KEVALA/OUT/XII/2024,2024-12-26,karang mas sejahtera,Ayana Hospitality,888000.0,Hotel,Local,2.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,54.77999232339837
INV-2129/KEVALA/OUT/XII/2024,2024-12-26,karang mas sejahtera,Ayana Hospitality,954600.0,Hotel,Local,2.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,58.88849174765325
INV-2130/KEVALA/OUT/XII/2024,2024-12-27,naughty nuris sanur,Naughty Nuris Sanur,5772000.0,Restaurant,Local,20.0,,Indonesia,356.0699501020894
INV-2131/KEVALA/OUT/XII/2024,2024-12-27,bali radiance,Bali Radiance,27972000.0,Hotel,Local,140.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,1725.5697581870486
INV-2132/KEVALA/OUT/XII/2024,2024-12-27,bali perkasa sukses,Indigo Bali,36713250.0,Hotel,Local,308.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,2264.8103076205016
INV-2133/KEVALA/OUT/XII/2024,2024-12-31,zi biru,Zi Biru,35076555.0,Restaurant,Local,247.0,Jl Pantai Berawa No. 77 Tibubeneng Kuta Utara,Indonesia,2163.843934269438
INV-2134/KEVALA/OUT/XII/2024,2024-12-31,"dua cahaya anugrah, pt",W Hotel Bali Seminyak,932400.0,Hotel,Local,1.0,"Jln Petitenget, Seminyak
Kerobokan
Denpasar, Bali, 80361",Indonesia,57.51899193956829
INV-2135/KEVALA/OUT/XII/2024,2024-12-31,karang mas sejahtera,Ayana Hospitality,239766937.0,Hotel,Local,1155.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,14791.025865162996
INV-2136/KEVALA/OUT/XII/2024,2024-12-31,batu mejan sukses bersama bali,La Brisa,16650000.0,Restaurant,Local,108.0,,Indonesia,1027.1248560637196
